[16, 1, 256, 1, 2, 1, 32, 2]
[16, 1, 256, 1, 2, 1, 32, 4]
[16, 1, 256, 1, 2, 1, 32, 8]
[16, 1, 256, 1, 2, 1, 64, 2]
[16, 1, 256, 1, 2, 1, 64, 4]
[16, 1, 256, 1, 2, 1, 64, 8]
[16, 1, 256, 1, 2, 1, 96, 2]
[16, 1, 256, 1, 2, 1, 96, 4]
[16, 1, 256, 1, 2, 1, 96, 8]
[16, 1, 256, 1, 2, 1, 128, 2]
[16, 1, 256, 1, 2, 1, 128, 4]
[16, 1, 256, 1, 2, 1, 128, 8]
[16, 1, 256, 1, 2, 1, 160, 2]
[16, 1, 256, 1, 2, 1, 160, 4]
[16, 1, 256, 1, 2, 1, 160, 8]
[16, 1, 256, 1, 2, 2, 32, 2]
[16, 1, 256, 1, 2, 2, 32, 4]
[16, 1, 256, 1, 2, 2, 32, 8]
[16, 1, 256, 1, 2, 2, 64, 2]
[16, 1, 256, 1, 2, 2, 64, 4]
[16, 1, 256, 1, 2, 2, 64, 8]
[16, 1, 256, 1, 2, 2, 96, 2]
[16, 1, 256, 1, 2, 2, 96, 4]
[16, 1, 256, 1, 2, 2, 96, 8]
[16, 1, 256, 1, 2, 2, 128, 2]
[16, 1, 256, 1, 2, 2, 128, 4]
[16, 1, 256, 1, 2, 2, 128, 8]
[16, 1, 256, 1, 2, 2, 160, 2]
[16, 1, 256, 1, 2, 2, 160, 4]
[16, 1, 256, 1, 2, 2, 160, 8]
[16, 1, 256, 1, 2, 3, 32, 2]
[16, 1, 256, 1, 2, 3, 32, 4]
[16, 1, 256, 1, 2, 3, 32, 8]
[16, 1, 256, 1, 2, 3, 64, 2]
[16, 1, 256, 1, 2, 3, 64, 4]
[16, 1, 256, 1, 2, 3, 64, 8]
[16, 1, 256, 1, 2, 3, 96, 2]
[16, 1, 256, 1, 2, 3, 96, 4]
[16, 1, 256, 1, 2, 3, 96, 8]
[16, 1, 256, 1, 2, 3, 128, 2]
[16, 1, 256, 1, 2, 3, 128, 4]
[16, 1, 256, 1, 2, 3, 128, 8]
[16, 1, 256, 1, 2, 3, 160, 2]
[16, 1, 256, 1, 2, 3, 160, 4]
[16, 1, 256, 1, 2, 3, 160, 8]
[16, 1, 256, 2, 2, 1, 32, 2]
[16, 1, 256, 2, 2, 1, 32, 4]
[16, 1, 256, 2, 2, 1, 32, 8]
[16, 1, 256, 2, 2, 1, 64, 2]
[16, 1, 256, 2, 2, 1, 64, 4]
[16, 1, 256, 2, 2, 1, 64, 8]
[16, 1, 256, 2, 2, 1, 96, 2]
[16, 1, 256, 2, 2, 1, 96, 4]
[16, 1, 256, 2, 2, 1, 96, 8]
[16, 1, 256, 2, 2, 1, 128, 2]
[16, 1, 256, 2, 2, 1, 128, 4]
[16, 1, 256, 2, 2, 1, 128, 8]
[16, 1, 256, 2, 2, 1, 160, 2]
[16, 1, 256, 2, 2, 1, 160, 4]
[16, 1, 256, 2, 2, 1, 160, 8]
[16, 1, 256, 2, 2, 2, 32, 2]
[16, 1, 256, 2, 2, 2, 32, 4]
[16, 1, 256, 2, 2, 2, 32, 8]
[16, 1, 256, 2, 2, 2, 64, 2]
[16, 1, 256, 2, 2, 2, 64, 4]
[16, 1, 256, 2, 2, 2, 64, 8]
[16, 1, 256, 2, 2, 2, 96, 2]
[16, 1, 256, 2, 2, 2, 96, 4]
[16, 1, 256, 2, 2, 2, 96, 8]
[16, 1, 256, 2, 2, 2, 128, 2]
[16, 1, 256, 2, 2, 2, 128, 4]
[16, 1, 256, 2, 2, 2, 128, 8]
[16, 1, 256, 2, 2, 2, 160, 2]
[16, 1, 256, 2, 2, 2, 160, 4]
[16, 1, 256, 2, 2, 2, 160, 8]
[16, 1, 256, 2, 2, 3, 32, 2]
[16, 1, 256, 2, 2, 3, 32, 4]
[16, 1, 256, 2, 2, 3, 32, 8]
[16, 1, 256, 2, 2, 3, 64, 2]
